AFP_ENG_20090531.0001	0	58	Chile swine flu cases jump to 276	NNP VBP NN NNS VBP TO CD	B-NP B-VP B-NP I-NP B-VP B-PP O	0 6 12 16 22 27 30	amod(flu_NN_2_12, swine_JJ_1_6); nn(cases_NNS_3_16, Chile_NNP_0_0); nn(cases_NNS_3_16, flu_NN_2_12); nsubj(jump_VBP_4_22, cases_NNS_3_16); prep(jump_VBP_4_22, to_IN_5_27); pobj(to_IN_5_27, 276_CD_6_30)
AFP_ENG_20090531.0017	3	593	Several challengers who had been expected to oppose the 62-year-old construction magnate pulled out or were not able to lodge a bank guarantee of 57.4 million euros ( 81.1 million dollars ) with the club required to be able to run for president .	JJ NNS WP VBD VBN VBN TO VB DT JJ NN NN VBD RP CC VBD RB JJ TO VB DT NN NN IN CD CD NNS -LRB- CD CD NNS -RRB- IN DT NN VBN TO VB JJ TO VB IN NN .	B-NP I-NP B-NP B-VP I-VP I-VP I-VP I-VP B-NP I-NP I-NP I-NP B-VP B-PRT O B-VP O B-ADJP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP B-VP B-VP I-VP B-ADJP B-VP I-VP B-PP B-NP O	0 8 20 24 28 33 42 45 52 56 68 81 89 96 100 103 108 112 117 120 126 128 133 143 146 151 159 165 166 171 179 186 188 193 197 202 211 214 217 222 225 229 233 242	amod(challengers_NNS_1_8, Several_JJ_0_0); rcmod(challengers_NNS_1_8, expected_VBN_5_33); punct(challengers_NNS_1_8, ._._47_242); nsubjpass(expected_VBN_5_33, who_WP_2_20); aux(expected_VBN_5_33, had_VBD_3_24); auxpass(expected_VBN_5_33, been_VBN_4_28); xcomp(expected_VBN_5_33, oppose_VB_7_45); aux(oppose_VB_7_45, to_TO_6_42); dobj(oppose_VB_7_45, magnate_NN_15_81); hmod(year_NN_11_59, 62_CD_9_56); hyph(year_NN_11_59, -_HYPH_10_58); hmod(old_JJ_13_64, year_NN_11_59); hyph(old_JJ_13_64, -_HYPH_12_63); det(magnate_NN_15_81, the_DT_8_52); amod(magnate_NN_15_81, old_JJ_13_64); nn(magnate_NN_15_81, construction_NN_14_68); partmod(magnate_NN_15_81, pulled_VBD_16_89); prt(pulled_VBD_16_89, out_RP_17_96); cc(pulled_VBD_16_89, or_CC_18_100); conj(pulled_VBD_16_89, were_VBD_19_103); neg(were_VBD_19_103, not_RB_20_108); acomp(were_VBD_19_103, able_JJ_21_112); xcomp(able_JJ_21_112, lodge_VB_23_120); aux(lodge_VB_23_120, to_TO_22_117); dobj(lodge_VB_23_120, guarantee_NN_26_133); det(guarantee_NN_26_133, a_DT_24_126); nn(guarantee_NN_26_133, bank_NN_25_128); prep(guarantee_NN_26_133, of_IN_27_143); pobj(of_IN_27_143, euros_NNS_30_159); number(million_CD_29_151, 57.4_CD_28_146); num(euros_NNS_30_159, million_CD_29_151); punct(euros_NNS_30_159, _-LRB-_31_165); appos(euros_NNS_30_159, dollars_NNS_34_179); punct(euros_NNS_30_159, _-RRB-_35_186); prep(euros_NNS_30_159, with_IN_36_188); number(million_CD_33_171, 81.1_CD_32_166); num(dollars_NNS_34_179, million_CD_33_171); pobj(with_IN_36_188, club_NN_38_197); det(club_NN_38_197, the_DT_37_193); partmod(club_NN_38_197, required_VBN_39_202); xcomp(required_VBN_39_202, be_VB_41_214); aux(be_VB_41_214, to_TO_40_211); acomp(be_VB_41_214, able_JJ_42_217); xcomp(able_JJ_42_217, run_VB_44_225); aux(run_VB_44_225, to_TO_43_222); prep(run_VB_44_225, for_IN_45_229); pobj(for_IN_45_229, president_NN_46_233)
AFP_ENG_20090531.0017	4	846	Perez last led Real , Spain 's historically most successful team , from 2000 to 2006 .	NNP JJ VBD NNP , NNP POS RB RBS JJ NN , IN CD TO CD .	B-NP I-NP I-NP I-NP O B-NP B-NP B-ADJP I-ADJP B-NP I-NP O B-PP B-NP B-PP B-NP O	0 6 11 15 19 21 26 29 42 47 58 62 64 69 74 77 81	nsubj(led_VBD_2_11, Perez_NNP_0_0); advmod(led_VBD_2_11, last_JJ_1_6); dobj(led_VBD_2_11, Real_NNP_3_15); prep(led_VBD_2_11, from_IN_12_64); punct(led_VBD_2_11, ._._16_81); punct(Real_NNP_3_15, ,_,_4_19); appos(Real_NNP_3_15, team_NN_10_58); punct(Real_NNP_3_15, ,_,_11_62); possessive(Spain_NNP_5_21, 's_POS_6_26); advmod(successful_JJ_9_47, historically_RB_7_29); advmod(successful_JJ_9_47, most_RBS_8_42); poss(team_NN_10_58, Spain_NNP_5_21); amod(team_NN_10_58, successful_JJ_9_47); pobj(from_IN_12_64, 2000_CD_13_69); prep(from_IN_12_64, to_IN_14_74); pobj(to_IN_14_74, 2006_CD_15_77)
AFP_ENG_20090531.0017	5	938	Under his rein Real earned the nickname " Los Galacticos" , winning the Primera Liga twice and the European Champions League with such stars as Zinedine Zidane , Ronaldo , Luis Figo and David Beckham .	IN PRP$ NN RB VBD DT NN `` NNP NNP , VBG DT NNP NNP RB CC DT JJ NNP NNP IN JJ NNS IN NNP NNP , NNP , NNP NNP CC NNP NNP .	B-PP B-NP I-NP B-ADVP B-VP B-NP I-NP O B-NP I-NP O B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP O B-NP I-NP O B-NP I-NP O	0 6 10 15 20 27 31 40 41 45 56 58 66 70 78 83 89 93 97 106 116 123 128 133 139 142 151 157 159 166 168 173 178 182 188 195	pobj(Under_IN_0_0, rein_NN_2_10); poss(rein_NN_2_10, his_PRP$_1_6); appos(rein_NN_2_10, Real_NNP_3_15); prep(earned_VBD_4_20, Under_IN_0_0); dobj(earned_VBD_4_20, nickname_NN_6_31); punct(earned_VBD_4_20, ,_,_11_56); advcl(earned_VBD_4_20, winning_VBG_12_58); punct(earned_VBD_4_20, ._._36_195); det(nickname_NN_6_31, the_DT_5_27); punct(nickname_NN_6_31, "_``_7_40); appos(nickname_NN_6_31, Galacticos_NNP_9_45); punct(nickname_NN_6_31, "_''_10_55); nn(Galacticos_NNP_9_45, Los_NNP_8_41); dobj(winning_VBG_12_58, Liga_NNP_15_78); advmod(winning_VBG_12_58, twice_RB_16_83); cc(winning_VBG_12_58, and_CC_17_89); conj(winning_VBG_12_58, League_NNP_21_116); det(Liga_NNP_15_78, the_DT_13_66); nn(Liga_NNP_15_78, Primera_NNP_14_70); det(League_NNP_21_116, the_DT_18_93); nn(League_NNP_21_116, European_NNP_19_97); nn(League_NNP_21_116, Champions_NNPS_20_106); prep(League_NNP_21_116, with_IN_22_123); pobj(with_IN_22_123, stars_NNS_24_133); amod(stars_NNS_24_133, such_JJ_23_128); prep(stars_NNS_24_133, as_IN_25_139); pobj(as_IN_25_139, Zidane_NNP_27_151); nn(Zidane_NNP_27_151, Zinedine_NNP_26_142); punct(Zidane_NNP_27_151, ,_,_28_157); conj(Zidane_NNP_27_151, Ronaldo_NNP_29_159); punct(Ronaldo_NNP_29_159, ,_,_30_166); conj(Ronaldo_NNP_29_159, Figo_NNP_32_173); nn(Figo_NNP_32_173, Luis_NNP_31_168); cc(Figo_NNP_32_173, and_CC_33_178); conj(Figo_NNP_32_173, Beckham_NNP_35_188); nn(Beckham_NNP_35_188, David_NNP_34_182)
AFP_ENG_20090531.0017	6	1144	Real has been led on an interim basis by Vicente Boluda , who took the reins of the club after Ramon Calderon stepped down in January following allegations that he rigged voting at the club 's last annual general assembly in December .	NNP VBZ VBN VBN IN DT JJ NN IN NNP NNP , WP VBD DT NNS IN DT NN IN NNP NNP VBD RB IN NNP JJ NNS IN PRP VBD VBG IN DT NN POS JJ JJ JJ NN IN NNP .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP B-SBAR B-NP B-VP I-VP B-PP B-NP I-NP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	0 5 9 14 18 21 24 32 38 41 49 55 57 61 66 70 76 79 83 88 94 100 109 117 122 125 133 143 155 160 163 170 177 180 184 188 191 196 203 211 220 223 231	nsubjpass(led_VBN_3_14, Real_JJ_0_0); aux(led_VBN_3_14, has_VBZ_1_5); auxpass(led_VBN_3_14, been_VBN_2_9); prep(led_VBN_3_14, on_IN_4_18); punct(led_VBN_3_14, ._._42_231); pobj(on_IN_4_18, basis_NN_7_32); det(basis_NN_7_32, an_DT_5_21); amod(basis_NN_7_32, interim_JJ_6_24); prep(basis_NN_7_32, by_IN_8_38); pobj(by_IN_8_38, Boluda_NNP_10_49); nn(Boluda_NNP_10_49, Vicente_NNP_9_41); punct(Boluda_NNP_10_49, ,_,_11_55); rcmod(Boluda_NNP_10_49, took_VBD_13_61); nsubj(took_VBD_13_61, who_WP_12_57); dobj(took_VBD_13_61, reins_NNS_15_70); advcl(took_VBD_13_61, stepped_VBD_22_109); det(reins_NNS_15_70, the_DT_14_66); prep(reins_NNS_15_70, of_IN_16_76); pobj(of_IN_16_76, club_NN_18_83); det(club_NN_18_83, the_DT_17_79); nn(Calderon_NNP_21_100, Ramon_NNP_20_94); mark(stepped_VBD_22_109, after_IN_19_88); nsubj(stepped_VBD_22_109, Calderon_NNP_21_100); advmod(stepped_VBD_22_109, down_RB_23_117); prep(stepped_VBD_22_109, in_IN_24_122); prep(stepped_VBD_22_109, following_VBG_26_133); pobj(in_IN_24_122, January_NNP_25_125); pobj(following_VBG_26_133, allegations_NNS_27_143); ccomp(allegations_NNS_27_143, rigged_VBD_30_163); complm(rigged_VBD_30_163, that_IN_28_155); nsubj(rigged_VBD_30_163, he_PRP_29_160); dobj(rigged_VBD_30_163, voting_VBG_31_170); prep(rigged_VBD_30_163, at_IN_32_177); prep(rigged_VBD_30_163, in_IN_40_220); pobj(at_IN_32_177, assembly_NN_39_211); det(club_NN_34_184, the_DT_33_180); possessive(club_NN_34_184, 's_POS_35_188); poss(assembly_NN_39_211, club_NN_34_184); amod(assembly_NN_39_211, last_JJ_36_191); amod(assembly_NN_39_211, annual_JJ_37_196); amod(assembly_NN_39_211, general_JJ_38_203); pobj(in_IN_40_220, December_NNP_41_223)
AFP_ENG_20090531.0017	7	1386	Had another candidate stood against Perez , elections for president -- normally held every four years -- would have taken place on June 14 .	VBD DT NN VBD IN NNP , NNS IN NN : RB VBN DT CD NNS : MD VB VBN NN IN NNP CD .	O B-NP I-NP B-VP B-PP B-NP O B-NP B-PP B-NP O B-ADVP B-VP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP B-PP B-NP I-NP O	0 4 12 22 28 36 41 43 53 57 67 70 79 84 90 95 101 104 110 115 121 127 130 135 137	det(candidate_NN_2_12, another_DT_1_4); aux(stood_VBD_3_22, Had_VBD_0_0); nsubj(stood_VBD_3_22, candidate_NN_2_12); prep(stood_VBD_3_22, against_IN_4_28); pobj(against_IN_4_28, Perez_NNP_5_36); prep(elections_NNS_7_43, for_IN_8_53); punct(elections_NNS_7_43, --_:_10_67); partmod(elections_NNS_7_43, held_VBN_12_79); punct(elections_NNS_7_43, --_:_16_101); pobj(for_IN_8_53, president_NN_9_57); advmod(held_VBN_12_79, normally_RB_11_70); npadvmod(held_VBN_12_79, years_NNS_15_95); det(years_NNS_15_95, every_DT_13_84); num(years_NNS_15_95, four_CD_14_90); punct(taken_VBN_19_115, ,_,_6_41); nsubj(taken_VBN_19_115, elections_NNS_7_43); aux(taken_VBN_19_115, would_MD_17_104); aux(taken_VBN_19_115, have_VB_18_110); dobj(taken_VBN_19_115, place_NN_20_121); prep(taken_VBN_19_115, on_IN_21_127); punct(taken_VBN_19_115, ._._24_137); pobj(on_IN_21_127, June_NNP_22_130); num(June_NNP_22_130, 14_CD_23_135)
AFP_ENG_20090531.0017	8	1534	Real 's arch-rivals Barcelona won the Champions League , the Spanish title and the Spanish Cup this season under debutante coach Pep Guardiola .	NNP POS NNS NNP VBD DT NNP NNP , DT JJ NN CC DT NNP NNP DT NN IN NN NN NNP NNP .	B-NP B-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	0 4 7 19 29 33 37 47 53 55 59 67 73 77 81 89 93 98 105 111 121 127 131 140	possessive(Real_NNP_0_0, 's_POS_1_4); poss(Barcelona_NNP_3_19, Real_NNP_0_0); nn(Barcelona_NNP_3_19, arch-rivals_NNS_2_7); nsubj(won_VBD_4_29, Barcelona_NNP_3_19); dobj(won_VBD_4_29, League_NNP_7_47); npadvmod(won_VBD_4_29, season_NN_17_98); prep(won_VBD_4_29, under_IN_18_105); punct(won_VBD_4_29, ._._23_140); det(League_NNP_7_47, the_DT_5_33); nn(League_NNP_7_47, Champions_NNPS_6_37); punct(League_NNP_7_47, ,_,_8_53); appos(League_NNP_7_47, title_NN_11_67); det(title_NN_11_67, the_DT_9_55); amod(title_NN_11_67, Spanish_JJ_10_59); cc(title_NN_11_67, and_CC_12_73); conj(title_NN_11_67, Cup_NNP_15_89); det(Cup_NNP_15_89, the_DT_13_77); nn(Cup_NNP_15_89, Spanish_NNP_14_81); det(season_NN_17_98, this_DT_16_93); pobj(under_IN_18_105, Guardiola_NNP_22_131); nn(coach_NN_20_121, debutante_NN_19_111); nn(Guardiola_NNP_22_131, coach_NN_20_121); nn(Guardiola_NNP_22_131, Pep_NNP_21_127)
AFP_ENG_20090531.0018	0	58	Obama 'outraged ' at abortion doctor murder	NNP JJ '' IN NN NN NN	B-NP I-NP I-NP B-PP B-NP I-NP I-NP	0 6 15 17 20 29 36	nsubj(outraged_VBD_2_7, Obama_NNP_0_0); punct(outraged_VBD_2_7, '_``_1_6); punct(outraged_VBD_2_7, '_''_3_15); prep(outraged_VBD_2_7, at_IN_4_17); pobj(at_IN_4_17, murder_NN_7_36); nn(doctor_NN_6_29, abortion_NN_5_20); nn(murder_NN_7_36, doctor_NN_6_29)
AFP_ENG_20090531.0018	1	178	President Barack Obama expressed outrage on Sunday at the fatal shooting of a controversial Kansas doctor who performed late-term abortions , in a statement released by the White House .	NNP NNP NNP VBD NN IN NNP IN DT JJ NN IN DT JJ NNP NN WP VBD JJ NNS , IN DT NN VBN IN DT NNP NNP .	B-NP I-NP I-NP B-VP B-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP O B-PP B-NP I-NP B-VP B-PP B-NP I-NP I-NP O	0 10 17 23 33 41 44 51 54 58 64 73 76 78 92 99 106 110 120 130 139 141 144 146 156 165 168 172 178 183	nn(Obama_NNP_2_17, President_NNP_0_0); nn(Obama_NNP_2_17, Barack_NNP_1_10); nsubj(expressed_VBD_3_23, Obama_NNP_2_17); dobj(expressed_VBD_3_23, outrage_NN_4_33); prep(expressed_VBD_3_23, on_IN_5_41); prep(expressed_VBD_3_23, at_IN_7_51); punct(expressed_VBD_3_23, ,_,_22_139); punct(expressed_VBD_3_23, ._._31_183); pobj(on_IN_5_41, Sunday_NNP_6_44); pobj(at_IN_7_51, shooting_NN_10_64); det(shooting_NN_10_64, the_DT_8_54); amod(shooting_NN_10_64, fatal_JJ_9_58); prep(shooting_NN_10_64, of_IN_11_73); pobj(of_IN_11_73, doctor_NN_15_99); det(doctor_NN_15_99, a_DT_12_76); amod(doctor_NN_15_99, controversial_JJ_13_78); nn(doctor_NN_15_99, Kansas_NNP_14_92); rcmod(doctor_NN_15_99, performed_VBD_17_110); nsubj(performed_VBD_17_110, who_WP_16_106); dobj(performed_VBD_17_110, abortions_NNS_21_130); prep(performed_VBD_17_110, in_IN_23_141); hmod(term_NN_20_125, late_JJ_18_120); hyph(term_NN_20_125, -_HYPH_19_124); nn(abortions_NNS_21_130, term_NN_20_125); pobj(in_IN_23_141, statement_NN_25_146); det(statement_NN_25_146, a_DT_24_144); partmod(statement_NN_25_146, released_VBN_26_156); agent(released_VBN_26_156, by_IN_27_165); pobj(by_IN_27_165, House_NNP_30_178); det(House_NNP_30_178, the_DT_28_168); nn(House_NNP_30_178, White_NNP_29_172)
AFP_ENG_20090531.0018	2	372	" I am shocked and outraged by the murder of Dr George Tiller as he attended church services this morning , " said Obama .	`` PRP VBP VBN CC VBN IN DT NN IN NNP NNP NNP IN PRP VBD NN NNS DT NN , '' VBD NNP .	O B-NP B-VP I-VP O B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP B-NP I-NP O O B-VP B-NP O	0 1 3 6 14 18 27 30 34 41 44 47 54 61 64 67 76 83 92 97 104 105 107 112 117	acomp(am_VBP_2_3, shocked_VBN_3_6); cc(shocked_VBN_3_6, and_CC_4_14); conj(shocked_VBN_3_6, outraged_VBN_5_18); nsubjpass(and_CC_4_14, I_PRP_1_1); agent(outraged_VBN_5_18, by_IN_6_27); advcl(outraged_VBN_5_18, attended_VBD_15_67); pobj(by_IN_6_27, murder_NN_8_34); det(murder_NN_8_34, the_DT_7_30); prep(murder_NN_8_34, of_IN_9_41); pobj(of_IN_9_41, Tiller_NNP_12_54); nn(Tiller_NNP_12_54, Dr_NNP_10_44); nn(Tiller_NNP_12_54, George_NNP_11_47); mark(attended_VBD_15_67, as_IN_13_61); nsubj(attended_VBD_15_67, he_PRP_14_64); dobj(attended_VBD_15_67, services_NNS_17_83); npadvmod(attended_VBD_15_67, morning_NN_19_97); nn(services_NNS_17_83, church_NN_16_76); det(morning_NN_19_97, this_DT_18_92); punct(said_VBD_22_107, "_``_0_0); ccomp(said_VBD_22_107, am_VBP_2_3); punct(said_VBD_22_107, ,_,_20_104); punct(said_VBD_22_107, "_''_21_105); nsubj(said_VBD_22_107, Obama_NNP_23_112); punct(said_VBD_22_107, ._._24_117)
AFP_ENG_20090531.0018	3	500	" However profound our differences as Americans over difficult issues such as abortion , they cannot be resolved by heinous acts of violence . "	`` RB JJ PRP$ NNS IN NNPS IN JJ NNS JJ IN NN , PRP MD VB VBN IN JJ NNS IN NN . ''	O B-ADVP B-VP B-NP I-NP B-PP B-NP B-PP B-NP I-NP B-PP I-PP B-NP O B-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP O O	0 1 9 18 22 34 37 47 52 62 69 74 77 85 87 92 99 102 111 114 122 127 130 138 139	advmod(profound_JJ_2_9, However_RB_1_1); amod(differences_NNS_4_22, profound_JJ_2_9); poss(differences_NNS_4_22, our_PRP$_3_18); prep(differences_NNS_4_22, as_IN_5_34); pobj(as_IN_5_34, Americans_NNPS_6_37); prep(Americans_NNPS_6_37, over_IN_7_47); pobj(over_IN_7_47, issues_NNS_9_62); amod(issues_NNS_9_62, difficult_JJ_8_52); prep(issues_NNS_9_62, as_IN_11_74); amod(as_IN_11_74, such_JJ_10_69); pobj(as_IN_11_74, abortion_NN_12_77); punct(resolved_VBN_18_102, "_``_0_0); nsubjpass(resolved_VBN_18_102, differences_NNS_4_22); punct(resolved_VBN_18_102, ,_,_13_85); nsubjpass(resolved_VBN_18_102, they_PRP_14_87); aux(resolved_VBN_18_102, can_MD_15_92); neg(resolved_VBN_18_102, not_RB_16_95); auxpass(resolved_VBN_18_102, be_VB_17_99); agent(resolved_VBN_18_102, by_IN_19_111); punct(resolved_VBN_18_102, ._._24_138); punct(resolved_VBN_18_102, "_''_25_139); pobj(by_IN_19_111, acts_NNS_21_122); amod(acts_NNS_21_122, heinous_JJ_20_114); prep(acts_NNS_21_122, of_IN_22_127); pobj(of_IN_22_127, violence_NN_23_130)
AFP_ENG_20090531.0018	4	650	Tiller was shot to death just after 10:00 am ( 1500 GMT ) in the lobby of Reformation Lutheran Church in Wichita , Kansas .	NNP VBD VBN TO NN RB IN CD VBP -LRB- CD NN -RRB- IN DT NN IN NN NNP NNP IN NNP , NNP .	B-NP B-VP I-VP B-PP B-NP B-ADVP B-PP B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-NP O	0 7 11 16 19 25 30 36 42 45 46 51 54 56 59 63 69 72 84 93 100 103 110 112 118	nsubjpass(shot_VBN_2_11, Tiller_NNP_0_0); auxpass(shot_VBN_2_11, was_VBD_1_7); prep(shot_VBN_2_11, to_IN_3_16); prep(shot_VBN_2_11, after_IN_6_30); punct(shot_VBN_2_11, ._._24_118); pobj(to_IN_3_16, death_NN_4_19); advmod(after_IN_6_30, just_RB_5_25); pobj(after_IN_6_30, am_NNS_8_42); num(am_NNS_8_42, 10:00_CD_7_36); punct(am_NNS_8_42, _-LRB-_9_45); appos(am_NNS_8_42, GMT_NNP_11_51); punct(am_NNS_8_42, _-RRB-_12_54); prep(am_NNS_8_42, in_IN_13_56); num(GMT_NNP_11_51, 1500_CD_10_46); pobj(in_IN_13_56, lobby_NN_15_63); det(lobby_NN_15_63, the_DT_14_59); prep(lobby_NN_15_63, of_IN_16_69); pobj(of_IN_16_69, Church_NNP_19_93); nn(Church_NNP_19_93, Reformation_NNP_17_72); nn(Church_NNP_19_93, Lutheran_NNP_18_84); prep(Church_NNP_19_93, in_IN_20_100); punct(Church_NNP_19_93, ,_,_22_110); appos(Church_NNP_19_93, Kansas_NNP_23_112); pobj(in_IN_20_100, Wichita_NNP_21_103)
AFP_ENG_20090531.0018	5	770	A suspect was arrested three hours later , police said .	DT NN VBD VBN CD NNS RBR , NN VBD .	B-NP I-NP B-VP I-VP B-NP I-NP B-ADVP O B-NP B-VP O	0 2 10 14 23 29 35 40 42 49 53	det(suspect_NN_1_2, A_DT_0_0); nsubjpass(arrested_VBN_3_14, suspect_NN_1_2); auxpass(arrested_VBN_3_14, was_VBD_2_10); advmod(arrested_VBN_3_14, later_RB_6_35); num(hours_NNS_5_29, three_CD_4_23); npadvmod(later_RB_6_35, hours_NNS_5_29); ccomp(said_VBD_9_49, arrested_VBN_3_14); punct(said_VBD_9_49, ,_,_7_40); nsubj(said_VBD_9_49, police_NNS_8_42); punct(said_VBD_9_49, ._._10_53)
AFP_ENG_20090531.0018	6	834	Over the years Tiller had been picketed , bombed and shot in both of his arms by anti-abortion protesters .	IN DT NNS IN VBD VBN VBN , VBN CC VBN IN DT IN PRP$ NNS IN JJ NNS .	B-PP B-NP I-NP B-NP B-VP I-VP I-VP O B-VP I-VP I-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP O	0 5 9 15 22 26 31 39 41 48 52 57 60 65 68 72 77 80 94 104	pobj(Over_IN_0_0, years_NNS_2_9); punct(Over_IN_0_0, ._._19_104); det(years_NNS_2_9, the_DT_1_5); rcmod(years_NNS_2_9, picketed_VBN_6_31); nsubjpass(picketed_VBN_6_31, Tiller_NNP_3_15); aux(picketed_VBN_6_31, had_VBD_4_22); auxpass(picketed_VBN_6_31, been_VBN_5_26); punct(picketed_VBN_6_31, ,_,_7_39); conj(picketed_VBN_6_31, bombed_VBN_8_41); cc(bombed_VBN_8_41, and_CC_9_48); conj(bombed_VBN_8_41, shot_VBN_10_52); prep(shot_VBN_10_52, in_IN_11_57); agent(shot_VBN_10_52, by_IN_16_77); pobj(in_IN_11_57, both_DT_12_60); prep(both_DT_12_60, of_IN_13_65); pobj(of_IN_13_65, arms_NNS_15_72); poss(arms_NNS_15_72, his_PRP$_14_68); pobj(by_IN_16_77, protesters_NNS_18_94); amod(protesters_NNS_18_94, anti-abortion_JJ_17_80)
AFP_ENG_20090531.0018	7	949	The shooting occurred just two weeks after Obama sought " common ground " over the divisive abortion debate in a controversial speech at one of the top Catholic universities in the United States .	DT NN VBD RB CD NNS IN NNP VBD `` JJ NN '' IN DT JJ NN NN IN DT JJ NN IN CD IN DT JJ NNP NNS IN DT NNP NNP .	B-NP I-NP B-VP B-NP I-NP I-NP B-SBAR B-NP B-VP O B-NP I-NP O B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	0 4 13 22 27 31 37 43 49 56 57 64 70 72 77 81 90 99 106 109 111 125 132 135 139 142 146 150 159 172 175 179 186 192	det(shooting_NN_1_4, The_DT_0_0); nsubj(occurred_VBD_2_13, shooting_NN_1_4); advcl(occurred_VBD_2_13, sought_VBD_8_49); punct(occurred_VBD_2_13, ._._33_192); advmod(two_CD_4_27, just_RB_3_22); num(weeks_NNS_5_31, two_CD_4_27); npadvmod(sought_VBD_8_49, weeks_NNS_5_31); mark(sought_VBD_8_49, after_IN_6_37); nsubj(sought_VBD_8_49, Obama_NNP_7_43); punct(sought_VBD_8_49, "_``_9_56); dobj(sought_VBD_8_49, ground_NN_11_64); prep(sought_VBD_8_49, over_IN_13_72); prep(sought_VBD_8_49, at_IN_22_132); amod(ground_NN_11_64, common_JJ_10_57); punct(ground_NN_11_64, "_''_12_70); pobj(over_IN_13_72, debate_NN_17_99); det(debate_NN_17_99, the_DT_14_77); amod(debate_NN_17_99, divisive_JJ_15_81); nn(debate_NN_17_99, abortion_NN_16_90); prep(debate_NN_17_99, in_IN_18_106); pobj(in_IN_18_106, speech_NN_21_125); det(speech_NN_21_125, a_DT_19_109); amod(speech_NN_21_125, controversial_JJ_20_111); pobj(at_IN_22_132, one_CD_23_135); prep(one_CD_23_135, of_IN_24_139); pobj(of_IN_24_139, universities_NNS_28_159); det(universities_NNS_28_159, the_DT_25_142); amod(universities_NNS_28_159, top_JJ_26_146); amod(universities_NNS_28_159, Catholic_JJ_27_150); prep(universities_NNS_28_159, in_IN_29_172); pobj(in_IN_29_172, States_NNP_32_186); det(States_NNP_32_186, the_DT_30_175); nn(States_NNP_32_186, United_NNP_31_179)
AFP_ENG_20090531.0019	0	58	US seeks slower Lat Am rapprochement with Cuba	PRP VBZ JJR NNP NNP NN IN NNP	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP	0 3 9 16 20 23 37 42	nsubj(seeks_VBZ_1_3, US_NNP_0_0); dobj(seeks_VBZ_1_3, rapprochement_NN_5_23); nn(Am_NNP_4_20, Lat_NNP_3_16); amod(rapprochement_NN_5_23, slower_JJR_2_9); nn(rapprochement_NN_5_23, Am_NNP_4_20); prep(rapprochement_NN_5_23, with_IN_6_37); pobj(with_IN_6_37, Cuba_NNP_7_42)
